Date,Hospital_ID,Hospital_Name,City,State,Disease_Type,Season,Patient_Count,ICU_Required,Beds_Required,Available_Beds,Oxygen_Cylinders_Required,Doctors_Required,Nurses_Required,Ventilators_Required,Medicine_1,Medicine_2,Medicine_3,Medicine_Units_Required,Occupancy_Rate,Emergency_Level
2024-04-24,1006,"Hoover, Silva and Rojas Hospital",Stacyport,West Virginia,Malaria,Summer,106,16,98,141,27,8,16,5,Chloroquine,Artemisinin,Primaquine,530,69.5,MEDIUM
2024-04-25,1053,"Moore, King and Little Hospital",Port Keith,Washington,COVID,Summer,342,39,259,137,71,27,101,12,Remdesivir,Paracetamol,Oxygen Support,1710,189.05,HIGH
2024-04-26,1082,Collins PLC Hospital,Kariton,Texas,COVID,Winter,88,21,68,139,23,9,15,6,Remdesivir,Paracetamol,Oxygen Support,176,48.92,LOW
2024-04-27,1066,Miller-Adams Hospital,South Morganstad,Florida,Malaria,Rainy,87,20,54,428,21,8,14,11,Chloroquine,Artemisinin,Primaquine,435,12.62,LOW
2024-04-28,1061,Montes Group Hospital,Michelleside,Arizona,Flu,Summer,367,38,323,101,85,23,91,26,Paracetamol,Azithromycin,Vitamin C,1101,319.8,HIGH
2024-04-29,1087,"Harris, Robinson and Mckinney Hospital",South Kelseytown,North Carolina,Flu,Summer,346,85,233,249,165,39,69,46,Paracetamol,Azithromycin,Vitamin C,1730,93.57,HIGH
2024-04-30,1089,Rivera-Kline Hospital,New Jennifer,Virginia,Flu,Rainy,184,20,129,323,47,21,50,12,Paracetamol,Azithromycin,Vitamin C,552,39.94,LOW
2024-05-01,1073,"Petersen, Huerta and Diaz Hospital",East Michaelport,Massachusetts,Typhoid,Winter,427,65,294,114,150,34,71,44,Ciprofloxacin,Azithromycin,ORS,2135,257.89,HIGH
2024-05-02,1057,Nguyen-Sloan Hospital,Markstad,Idaho,Flu,Summer,418,60,282,117,203,29,64,18,Paracetamol,Azithromycin,Vitamin C,1254,241.03,HIGH
2024-05-03,1010,"Harris, Russell and Murphy Hospital",South Allisonhaven,New Jersey,Malaria,Summer,357,85,304,240,151,38,94,65,Chloroquine,Artemisinin,Primaquine,714,126.67,HIGH
2024-05-04,1069,Weaver-Sanders Hospital,Olsonbury,Georgia,COVID,Summer,154,37,111,120,31,7,29,19,Remdesivir,Paracetamol,Oxygen Support,616,92.5,HIGH
2024-05-05,1099,Williams-Sanchez Hospital,New Williamstad,Nevada,COVID,Rainy,169,25,141,159,36,14,30,19,Remdesivir,Paracetamol,Oxygen Support,507,88.68,HIGH
2024-05-06,1031,Downs-Johnson Hospital,Port Rebecca,West Virginia,COVID,Winter,285,59,236,262,131,33,57,27,Remdesivir,Paracetamol,Oxygen Support,1425,90.08,HIGH
2024-05-07,1042,Rogers Inc Hospital,Port Marytown,Florida,Malaria,Summer,130,19,98,335,32,14,35,10,Chloroquine,Artemisinin,Primaquine,260,29.25,LOW
2024-05-08,1028,"Murray, Wade and Williams Hospital",Grantland,Oklahoma,Malaria,Rainy,184,40,150,279,87,18,35,24,Chloroquine,Artemisinin,Primaquine,368,53.76,LOW
2024-05-09,1038,Ryan-Allen Hospital,Landryfurt,Rhode Island,Malaria,Rainy,335,51,211,177,105,33,71,15,Chloroquine,Artemisinin,Primaquine,1675,119.21,HIGH
2024-05-10,1086,"Atkinson, Lucas and Jensen Hospital",Lake Stephanie,Maryland,COVID,Winter,349,28,238,361,171,21,60,9,Remdesivir,Paracetamol,Oxygen Support,698,65.93,MEDIUM
2024-05-11,1067,Taylor Ltd Hospital,North Lydiafurt,West Virginia,Pneumonia,Rainy,392,56,248,317,92,20,80,18,Amoxicillin,Azithromycin,Cough Syrup,1960,78.23,MEDIUM
2024-05-12,1081,"Combs, Carson and Rodriguez Hospital",Scottland,Texas,Flu,Winter,183,20,162,481,41,11,52,8,Paracetamol,Azithromycin,Vitamin C,366,33.68,LOW
2024-05-13,1011,Mcintosh LLC Hospital,South Kimberly,Maine,Flu,Winter,384,48,247,175,169,32,90,27,Paracetamol,Azithromycin,Vitamin C,1920,141.14,HIGH
2024-05-14,1080,Kirby-Davis Hospital,South Chadview,Colorado,Flu,Winter,284,37,246,592,141,17,51,25,Paracetamol,Azithromycin,Vitamin C,852,41.55,LOW
2024-05-15,1074,"Myers, Morgan and English Hospital",Taylorbury,Ohio,COVID,Winter,447,58,378,572,163,28,100,23,Remdesivir,Paracetamol,Oxygen Support,894,66.08,MEDIUM
2024-05-16,1022,"Padilla, Tucker and Spencer Hospital",New Danielberg,Arkansas,Malaria,Winter,482,51,361,527,181,33,98,29,Chloroquine,Artemisinin,Primaquine,1928,68.5,MEDIUM
2024-05-17,1042,Fry-Bell Hospital,East Heathermouth,Wyoming,Typhoid,Winter,361,36,332,456,127,26,98,13,Ciprofloxacin,Azithromycin,ORS,1083,72.81,MEDIUM
2024-05-18,1038,Rangel LLC Hospital,East Ericatown,Montana,Typhoid,Rainy,363,74,318,335,150,21,72,43,Ciprofloxacin,Azithromycin,ORS,1089,94.93,HIGH
2024-05-19,1086,Burch-Durham Hospital,West Anthony,Illinois,COVID,Winter,406,51,326,237,175,37,106,27,Remdesivir,Paracetamol,Oxygen Support,1218,137.55,HIGH
2024-05-20,1015,Long-Mcdonald Hospital,Port Donnashire,California,Malaria,Rainy,324,53,202,226,161,27,82,22,Chloroquine,Artemisinin,Primaquine,1620,89.38,HIGH
2024-05-21,1068,"Ibarra, Hart and Conway Hospital",Jamesstad,Delaware,Dengue,Rainy,66,5,49,170,32,3,16,2,ORS,Platelets,Paracetamol,330,28.82,LOW
2024-05-22,1070,Prince-Church Hospital,Brianport,Kentucky,Dengue,Summer,130,30,105,463,37,8,24,18,ORS,Platelets,Paracetamol,260,22.68,LOW
2024-05-23,1026,Russell-Gilbert Hospital,Port Robert,Montana,Malaria,Rainy,297,39,227,171,142,34,54,30,Chloroquine,Artemisinin,Primaquine,1188,132.75,HIGH
2024-05-24,1023,Schneider-Romero Hospital,Christopherborough,Alabama,Malaria,Summer,134,25,99,493,61,13,21,10,Chloroquine,Artemisinin,Primaquine,402,20.08,LOW
2024-05-25,1076,"Hughes, Wells and Fitzgerald Hospital",Port Reneeport,Utah,COVID,Rainy,193,46,149,500,78,20,42,15,Remdesivir,Paracetamol,Oxygen Support,965,29.8,LOW
2024-05-26,1045,"Griffith, Scott and Davis Hospital",New Sheilachester,Illinois,COVID,Rainy,400,93,275,149,127,28,75,49,Remdesivir,Paracetamol,Oxygen Support,1200,184.56,HIGH
2024-05-27,1007,Washington-Smith Hospital,Lake Gregory,West Virginia,Flu,Winter,473,49,288,433,114,45,117,35,Paracetamol,Azithromycin,Vitamin C,1892,66.51,MEDIUM
2024-05-28,1030,"Green, Moon and Crawford Hospital",Lake Tracietown,Colorado,Malaria,Rainy,490,41,299,191,210,56,90,15,Chloroquine,Artemisinin,Primaquine,980,156.54,HIGH
2024-05-29,1048,Martin-Davies Hospital,West Codyview,Oregon,Pneumonia,Summer,383,68,252,278,157,36,80,33,Amoxicillin,Azithromycin,Cough Syrup,1149,90.65,HIGH
2024-05-30,1018,Frazier Group Hospital,Mckinneymouth,Missouri,Typhoid,Rainy,199,23,140,436,81,20,45,17,Ciprofloxacin,Azithromycin,ORS,995,32.11,LOW
2024-05-31,1012,Morales-Lane Hospital,Michaelburgh,Rhode Island,Typhoid,Rainy,499,107,332,340,130,39,89,67,Ciprofloxacin,Azithromycin,ORS,1996,97.65,HIGH
2024-06-01,1082,"Guzman, Contreras and Townsend Hospital",Goldenhaven,California,Flu,Winter,464,53,306,538,113,55,136,19,Paracetamol,Azithromycin,Vitamin C,2320,56.88,LOW
2024-06-02,1064,"Gardner, Lam and Nelson Hospital",Amyport,Rhode Island,Dengue,Winter,473,88,359,436,187,48,75,29,ORS,Platelets,Paracetamol,946,82.34,MEDIUM
2024-06-03,1066,Wilson-Stephens Hospital,Bergerfurt,Louisiana,COVID,Winter,321,48,269,187,112,23,91,16,Remdesivir,Paracetamol,Oxygen Support,1284,143.85,HIGH
2024-06-04,1068,Morales-Cooper Hospital,Howellborough,Florida,COVID,Rainy,65,15,60,316,24,5,12,8,Remdesivir,Paracetamol,Oxygen Support,260,18.99,LOW
2024-06-05,1054,Sanders LLC Hospital,Jeffreyborough,Idaho,COVID,Rainy,455,56,286,495,95,46,89,19,Remdesivir,Paracetamol,Oxygen Support,1820,57.78,LOW
2024-06-06,1093,Adams Group Hospital,Brownchester,Texas,COVID,Rainy,165,15,109,184,68,18,27,4,Remdesivir,Paracetamol,Oxygen Support,660,59.24,LOW
2024-06-07,1075,Snyder Group Hospital,New Travismouth,Rhode Island,Dengue,Rainy,231,33,155,574,75,11,44,20,ORS,Platelets,Paracetamol,924,27.0,LOW
2024-06-08,1020,"Miller, Holloway and Watkins Hospital",Lake Sarahshire,Massachusetts,Pneumonia,Rainy,490,103,400,307,99,43,102,33,Amoxicillin,Azithromycin,Cough Syrup,1470,130.29,HIGH
2024-06-09,1088,"Marshall, Russell and Clark Hospital",Danielhaven,New Hampshire,COVID,Rainy,133,15,106,304,41,13,27,7,Remdesivir,Paracetamol,Oxygen Support,665,34.87,LOW
2024-06-10,1083,"Johnson, Johnson and Rogers Hospital",Grayhaven,Ohio,Malaria,Summer,78,17,47,114,35,8,23,6,Chloroquine,Artemisinin,Primaquine,156,41.23,LOW
2024-06-11,1026,"Walter, Espinoza and Turner Hospital",Derekfort,Maine,COVID,Summer,290,29,188,529,92,15,50,18,Remdesivir,Paracetamol,Oxygen Support,870,35.54,LOW
2024-06-12,1014,Hicks Ltd Hospital,West Kristin,South Carolina,COVID,Winter,341,52,268,232,162,30,54,30,Remdesivir,Paracetamol,Oxygen Support,1023,115.52,HIGH
2024-06-13,1070,"Riddle, Barnes and Adams Hospital",Christopherstad,Indiana,Pneumonia,Summer,273,22,228,230,91,26,68,9,Amoxicillin,Azithromycin,Cough Syrup,1365,99.13,HIGH
2024-06-14,1092,Moore Ltd Hospital,Smithview,Wyoming,Dengue,Winter,76,13,66,340,18,4,12,3,ORS,Platelets,Paracetamol,228,19.41,LOW
2024-06-15,1084,Jenkins and Sons Hospital,South Christopher,Ohio,COVID,Winter,428,38,263,510,132,37,73,13,Remdesivir,Paracetamol,Oxygen Support,856,51.57,LOW
2024-06-16,1024,Phillips and Sons Hospital,Watsonborough,New York,Flu,Rainy,331,41,215,108,160,29,74,21,Paracetamol,Azithromycin,Vitamin C,993,199.07,HIGH
2024-06-17,1022,"Logan, Green and Montgomery Hospital",East Kristenshire,Mississippi,Dengue,Rainy,158,39,97,244,43,14,43,18,ORS,Platelets,Paracetamol,790,39.75,LOW
2024-06-18,1076,Finley Group Hospital,Lake Jeffery,Illinois,Typhoid,Winter,393,95,298,346,119,24,75,44,Ciprofloxacin,Azithromycin,ORS,1965,86.13,HIGH
2024-06-19,1038,Mcintyre-Hartman Hospital,Shawfort,Oklahoma,Flu,Winter,479,109,364,502,163,32,131,48,Paracetamol,Azithromycin,Vitamin C,2395,72.51,MEDIUM
2024-06-20,1021,Perry and Sons Hospital,Shelbyborough,South Dakota,Dengue,Winter,114,28,74,361,56,11,33,10,ORS,Platelets,Paracetamol,570,20.5,LOW
2024-06-21,1086,Lindsey-Moreno Hospital,Moonview,New Mexico,Flu,Summer,391,33,292,125,92,20,101,12,Paracetamol,Azithromycin,Vitamin C,1173,233.6,HIGH
2024-06-22,1098,Campbell Ltd Hospital,Colleenburgh,Washington,COVID,Winter,418,49,259,363,100,42,77,35,Remdesivir,Paracetamol,Oxygen Support,2090,71.35,MEDIUM
2024-06-23,1023,"Mcfarland, Lynch and Herman Hospital",Shelbymouth,Louisiana,Flu,Summer,292,41,269,185,119,17,75,28,Paracetamol,Azithromycin,Vitamin C,876,145.41,HIGH
2024-06-24,1082,Williams and Sons Hospital,East Deborah,Rhode Island,Typhoid,Rainy,368,31,260,384,85,36,98,12,Ciprofloxacin,Azithromycin,ORS,1472,67.71,MEDIUM
2024-06-25,1097,"Rodgers, Andrews and Garcia Hospital",Lake Justinland,Idaho,Pneumonia,Winter,224,24,167,406,69,18,36,14,Amoxicillin,Azithromycin,Cough Syrup,896,41.13,LOW
2024-06-26,1057,Cunningham Ltd Hospital,Veronicamouth,South Carolina,Flu,Winter,154,17,101,206,56,10,33,10,Paracetamol,Azithromycin,Vitamin C,462,49.03,LOW
2024-06-27,1097,"Young, Dominguez and Reynolds Hospital",New Wyattshire,Kentucky,Pneumonia,Summer,389,42,275,382,176,30,92,17,Amoxicillin,Azithromycin,Cough Syrup,1167,71.99,MEDIUM
2024-06-28,1068,Aguilar PLC Hospital,Port Jasonland,Minnesota,Dengue,Summer,223,45,199,452,46,19,38,20,ORS,Platelets,Paracetamol,892,44.03,LOW
2024-06-29,1040,Miller PLC Hospital,Chadborough,Mississippi,Typhoid,Summer,381,34,286,134,76,20,108,23,Ciprofloxacin,Azithromycin,ORS,1905,213.43,HIGH
2024-06-30,1089,Franco Group Hospital,Brownburgh,Missouri,COVID,Rainy,334,33,221,519,129,23,88,16,Remdesivir,Paracetamol,Oxygen Support,1336,42.58,LOW
2024-07-01,1016,Valenzuela Group Hospital,Port Hannah,Kentucky,Flu,Rainy,170,15,110,267,76,17,32,9,Paracetamol,Azithromycin,Vitamin C,680,41.2,LOW
2024-07-02,1068,Cruz Ltd Hospital,North Veronicachester,Alaska,COVID,Summer,375,68,289,493,160,40,73,34,Remdesivir,Paracetamol,Oxygen Support,1125,58.62,LOW
2024-07-03,1015,Massey and Sons Hospital,Martinmouth,Wyoming,Dengue,Winter,154,29,98,518,41,10,30,21,ORS,Platelets,Paracetamol,462,18.92,LOW
2024-07-04,1002,Norman-Booker Hospital,Timothyhaven,Massachusetts,Malaria,Winter,259,23,199,464,99,21,63,13,Chloroquine,Artemisinin,Primaquine,1036,42.89,LOW
2024-07-05,1046,"Evans, Burke and Taylor Hospital",Matthewland,South Dakota,Flu,Winter,336,32,239,419,138,18,89,19,Paracetamol,Azithromycin,Vitamin C,1344,57.04,LOW
2024-07-06,1098,Ramos Inc Hospital,Port Kari,Hawaii,Malaria,Rainy,467,67,398,274,126,37,122,37,Chloroquine,Artemisinin,Primaquine,934,145.26,HIGH
2024-07-07,1059,"Johnson, Montgomery and Beltran Hospital",Lake Justin,North Dakota,COVID,Rainy,439,85,293,369,101,33,87,61,Remdesivir,Paracetamol,Oxygen Support,2195,79.4,MEDIUM
2024-07-08,1065,"Gregory, Herman and Morris Hospital",North Michelle,Maine,COVID,Winter,293,48,250,425,75,18,76,35,Remdesivir,Paracetamol,Oxygen Support,586,58.82,LOW
2024-07-09,1026,Holloway Inc Hospital,Port Brandon,Alaska,Pneumonia,Rainy,180,27,136,406,71,16,53,14,Amoxicillin,Azithromycin,Cough Syrup,900,33.5,LOW
2024-07-10,1038,Vaughan-Holmes Hospital,Marquezbury,Maine,Pneumonia,Rainy,464,57,357,400,174,55,118,29,Amoxicillin,Azithromycin,Cough Syrup,1856,89.25,HIGH
2024-07-11,1030,"Jackson, Cox and Coleman Hospital",East Kristy,Vermont,Typhoid,Summer,458,102,282,108,178,35,128,66,Ciprofloxacin,Azithromycin,ORS,1374,261.11,HIGH
2024-07-12,1032,Anderson-Allen Hospital,Karlport,Montana,Typhoid,Winter,176,24,155,282,65,15,37,18,Ciprofloxacin,Azithromycin,ORS,352,54.96,LOW
2024-07-13,1030,"Miller, Pearson and Lam Hospital",Conleyton,Michigan,Malaria,Rainy,163,17,109,452,41,13,40,13,Chloroquine,Artemisinin,Primaquine,815,24.12,LOW
2024-07-14,1058,Cole-Riddle Hospital,Smithhaven,Indiana,Flu,Summer,431,51,267,490,210,26,119,35,Paracetamol,Azithromycin,Vitamin C,1724,54.49,LOW
2024-07-15,1036,Wells LLC Hospital,Johnsonfurt,Utah,Flu,Rainy,265,37,224,158,107,19,77,16,Paracetamol,Azithromycin,Vitamin C,1325,141.77,HIGH
2024-07-16,1090,"White, Ayers and Smith Hospital",West Michelle,Iowa,Malaria,Winter,83,20,70,513,23,4,19,10,Chloroquine,Artemisinin,Primaquine,332,13.65,LOW
2024-07-17,1023,Parker-Morgan Hospital,Port Courtney,Texas,COVID,Rainy,95,10,58,240,41,6,19,6,Remdesivir,Paracetamol,Oxygen Support,380,24.17,LOW
2024-07-18,1092,Underwood-Brown Hospital,West Austin,Michigan,Dengue,Rainy,89,20,64,439,17,6,21,6,ORS,Platelets,Paracetamol,178,14.58,LOW
2024-07-19,1027,"Jones, Brooks and Estrada Hospital",Port Tanya,Colorado,COVID,Winter,444,75,292,282,119,32,103,37,Remdesivir,Paracetamol,Oxygen Support,2220,103.55,HIGH
2024-07-20,1028,Larsen PLC Hospital,Josephstad,Oklahoma,Flu,Winter,415,55,333,176,140,32,93,24,Paracetamol,Azithromycin,Vitamin C,830,189.2,HIGH
2024-07-21,1010,David-Powell Hospital,West Jessica,Tennessee,Flu,Winter,186,39,167,451,40,14,49,26,Paracetamol,Azithromycin,Vitamin C,930,37.03,LOW
2024-07-22,1088,"Bautista, Diaz and Hammond Hospital",East Michaelbury,Louisiana,Malaria,Rainy,459,92,425,280,165,30,77,32,Chloroquine,Artemisinin,Primaquine,1836,151.79,HIGH
2024-07-23,1092,"Wu, Sutton and Dalton Hospital",Moralesville,Oregon,Malaria,Summer,239,52,210,238,57,21,53,20,Chloroquine,Artemisinin,Primaquine,956,88.24,HIGH
2024-07-24,1019,"Lang, Ramos and George Hospital",Mcdonaldburgh,Washington,Dengue,Winter,110,20,87,202,26,6,25,9,ORS,Platelets,Paracetamol,220,43.07,LOW
2024-07-25,1058,Lopez-Adkins Hospital,East William,Colorado,Malaria,Rainy,468,73,403,271,128,31,139,35,Chloroquine,Artemisinin,Primaquine,936,148.71,HIGH
2024-07-26,1021,Smith-Gomez Hospital,Sotoshire,North Dakota,Typhoid,Rainy,95,9,63,420,37,6,22,5,Ciprofloxacin,Azithromycin,ORS,380,15.0,LOW
2024-07-27,1062,"Wise, Taylor and Callahan Hospital",Jasonshire,Nevada,COVID,Winter,307,56,199,342,131,26,64,30,Remdesivir,Paracetamol,Oxygen Support,1228,58.19,LOW
2024-07-28,1034,"Wiley, Hernandez and Moore Hospital",Port Dorothytown,Nebraska,Dengue,Winter,211,37,179,226,76,11,59,21,ORS,Platelets,Paracetamol,844,79.2,MEDIUM
2024-07-29,1025,"Thompson, Murray and Smith Hospital",West Mary,Arizona,Pneumonia,Winter,369,54,293,389,177,26,70,33,Amoxicillin,Azithromycin,Cough Syrup,1107,75.32,MEDIUM
2024-07-30,1060,Lindsey-Oliver Hospital,New Larry,Connecticut,COVID,Summer,494,117,375,195,163,29,100,85,Remdesivir,Paracetamol,Oxygen Support,2470,192.31,HIGH
2024-07-31,1071,"Gonzalez, Mathews and Butler Hospital",North Gabrielshire,Utah,COVID,Rainy,69,7,43,398,15,8,12,4,Remdesivir,Paracetamol,Oxygen Support,276,10.8,LOW
2024-08-01,1067,"Jones, Mendez and Clark Hospital",South Andrew,Oklahoma,Pneumonia,Winter,69,10,48,566,26,4,14,4,Amoxicillin,Azithromycin,Cough Syrup,276,8.48,LOW
2024-08-02,1012,Murray Inc Hospital,North Tara,Montana,Dengue,Rainy,130,10,91,200,59,8,21,3,ORS,Platelets,Paracetamol,650,45.5,LOW
2024-08-03,1048,Evans PLC Hospital,Desireetown,Connecticut,COVID,Summer,129,12,90,356,55,12,31,4,Remdesivir,Paracetamol,Oxygen Support,387,25.28,LOW
2024-08-04,1031,Fuller-Proctor Hospital,East Sarah,Missouri,Dengue,Winter,166,18,116,265,62,18,27,10,ORS,Platelets,Paracetamol,664,43.77,LOW
2024-08-05,1082,Smith-Robbins Hospital,West Daniel,New Mexico,Pneumonia,Winter,130,26,88,304,51,10,20,15,Amoxicillin,Azithromycin,Cough Syrup,650,28.95,LOW
2024-08-06,1035,Hall-Guzman Hospital,South Christophermouth,Nevada,Flu,Rainy,220,36,137,249,59,12,59,18,Paracetamol,Azithromycin,Vitamin C,660,55.02,LOW
2024-08-07,1074,Ramirez-Farmer Hospital,East Paula,Nebraska,Pneumonia,Summer,319,79,229,483,114,36,61,45,Amoxicillin,Azithromycin,Cough Syrup,1276,47.41,LOW
2024-08-08,1070,Taylor-Mcdonald Hospital,East Rhonda,New Mexico,Dengue,Rainy,116,23,105,584,23,11,22,13,ORS,Platelets,Paracetamol,348,17.98,LOW
2024-08-09,1030,Johnson and Sons Hospital,Garyborough,Indiana,Dengue,Rainy,327,30,207,509,144,34,69,12,ORS,Platelets,Paracetamol,981,40.67,LOW
2024-08-10,1093,Gonzalez Inc Hospital,Whiteville,California,Flu,Summer,437,98,413,444,191,40,91,66,Paracetamol,Azithromycin,Vitamin C,1311,93.02,HIGH
2024-08-11,1001,Hendrix and Sons Hospital,Becktown,Delaware,Dengue,Summer,95,14,73,181,47,7,19,4,ORS,Platelets,Paracetamol,475,40.33,LOW
2024-08-12,1058,Chavez Group Hospital,Jeffreyland,Connecticut,Dengue,Winter,133,26,98,269,41,6,38,8,ORS,Platelets,Paracetamol,399,36.43,LOW
2024-08-13,1053,Coleman Inc Hospital,South David,Oregon,Typhoid,Rainy,467,106,371,280,149,31,113,78,Ciprofloxacin,Azithromycin,ORS,1401,132.5,HIGH
2024-08-14,1017,Rowland-Hill Hospital,Vazquezton,New York,Malaria,Winter,203,47,155,534,90,18,56,19,Chloroquine,Artemisinin,Primaquine,1015,29.03,LOW
2024-08-15,1099,Simon Inc Hospital,Adrianafort,Florida,Malaria,Winter,483,110,402,572,231,46,112,75,Chloroquine,Artemisinin,Primaquine,1449,70.28,MEDIUM
2024-08-16,1039,"Sanders, Holt and Thomas Hospital",New Heather,Alabama,Dengue,Summer,358,30,221,500,96,30,64,10,ORS,Platelets,Paracetamol,716,44.2,LOW
2024-08-17,1047,"Taylor, Randall and Nicholson Hospital",Markbury,Wyoming,Dengue,Winter,64,11,44,466,27,3,11,6,ORS,Platelets,Paracetamol,320,9.44,LOW
2024-08-18,1037,Davis-Smith Hospital,Richardstad,Indiana,Typhoid,Winter,410,55,345,333,129,42,117,29,Ciprofloxacin,Azithromycin,ORS,1640,103.6,HIGH
2024-08-19,1008,"Moore, Fowler and Smith Hospital",West Benjaminmouth,New Mexico,Dengue,Summer,493,102,403,401,182,29,101,37,ORS,Platelets,Paracetamol,1479,100.5,HIGH
2024-08-20,1046,Arnold-Armstrong Hospital,Leroyland,South Dakota,Pneumonia,Rainy,270,21,250,219,61,19,74,10,Amoxicillin,Azithromycin,Cough Syrup,1080,114.16,HIGH
2024-08-21,1063,Hamilton and Sons Hospital,Sarahmouth,South Carolina,Typhoid,Rainy,473,112,380,175,124,26,94,76,Ciprofloxacin,Azithromycin,ORS,946,217.14,HIGH
2024-08-22,1005,Paul and Sons Hospital,Carlaborough,Kentucky,Flu,Winter,343,53,206,519,138,30,98,21,Paracetamol,Azithromycin,Vitamin C,1372,39.69,LOW
2024-08-23,1011,"Rowe, Hoffman and Gonzales Hospital",North Jenna,Vermont,Dengue,Winter,418,57,336,314,193,40,119,19,ORS,Platelets,Paracetamol,1254,107.01,HIGH
2024-08-24,1058,Dudley-Thompson Hospital,Port Eric,Tennessee,COVID,Rainy,117,26,101,514,42,12,33,10,Remdesivir,Paracetamol,Oxygen Support,585,19.65,LOW
2024-08-25,1100,Ball Group Hospital,Freemanland,Alabama,Dengue,Winter,349,49,213,245,84,34,69,23,ORS,Platelets,Paracetamol,698,86.94,HIGH
2024-08-26,1050,Clark-Wilson Hospital,North Sean,Arizona,Pneumonia,Rainy,495,110,466,210,237,35,105,78,Amoxicillin,Azithromycin,Cough Syrup,990,221.9,HIGH
2024-08-27,1008,Mcpherson-Green Hospital,Chavezberg,Alaska,COVID,Summer,463,40,383,492,93,35,134,21,Remdesivir,Paracetamol,Oxygen Support,1389,77.85,MEDIUM
2024-08-28,1016,King Group Hospital,Karenfort,Connecticut,COVID,Rainy,85,15,71,368,26,8,16,10,Remdesivir,Paracetamol,Oxygen Support,170,19.29,LOW
2024-08-29,1081,Baker LLC Hospital,Port Zacharyside,Minnesota,Flu,Rainy,292,65,225,398,82,18,54,38,Paracetamol,Azithromycin,Vitamin C,876,56.53,LOW
2024-08-30,1029,"Lopez, Smith and Rice Hospital",Scottbury,Idaho,Dengue,Rainy,362,44,326,460,154,21,96,27,ORS,Platelets,Paracetamol,1448,70.87,MEDIUM
2024-08-31,1033,"Rojas, Serrano and Sanders Hospital",Dawnmouth,Indiana,COVID,Summer,95,15,66,164,20,10,22,10,Remdesivir,Paracetamol,Oxygen Support,190,40.24,LOW
2024-09-01,1019,"Jones, Tate and Robinson Hospital",Josephbury,Virginia,COVID,Winter,328,68,271,273,78,24,91,29,Remdesivir,Paracetamol,Oxygen Support,1640,99.27,HIGH
2024-09-02,1022,Snyder-Clark Hospital,South Robertton,Alabama,Pneumonia,Winter,287,43,245,379,119,23,84,15,Amoxicillin,Azithromycin,Cough Syrup,1148,64.64,LOW
2024-09-03,1006,"Crawford, Dixon and Kane Hospital",Port Trevor,New Mexico,Flu,Summer,460,109,380,417,94,30,123,85,Paracetamol,Azithromycin,Vitamin C,1840,91.13,HIGH
2024-09-04,1099,"Phillips, Ward and Harper Hospital",West Richardborough,Maine,Dengue,Rainy,397,86,375,581,141,29,92,63,ORS,Platelets,Paracetamol,1191,64.54,LOW
2024-09-05,1019,Sanchez-Moss Hospital,Lake Sherri,West Virginia,Malaria,Winter,220,42,136,459,93,24,62,30,Chloroquine,Artemisinin,Primaquine,440,29.63,LOW
2024-09-06,1035,Lloyd Ltd Hospital,Zacharyborough,Louisiana,COVID,Summer,399,97,336,177,138,22,92,68,Remdesivir,Paracetamol,Oxygen Support,1596,189.83,HIGH
2024-09-07,1028,Matthews PLC Hospital,East Manuelfort,Pennsylvania,Typhoid,Summer,487,87,412,379,135,31,97,42,Ciprofloxacin,Azithromycin,ORS,974,108.71,HIGH
2024-09-08,1018,"Merritt, Rodriguez and Smith Hospital",Sandraport,Georgia,COVID,Summer,270,30,208,471,123,25,45,9,Remdesivir,Paracetamol,Oxygen Support,810,44.16,LOW
2024-09-09,1094,"Butler, Little and Castaneda Hospital",Aprilview,Iowa,Typhoid,Summer,299,46,225,475,98,18,45,21,Ciprofloxacin,Azithromycin,ORS,897,47.37,LOW
2024-09-10,1033,Figueroa and Sons Hospital,Tinaton,Virginia,Malaria,Rainy,198,45,151,424,63,15,49,25,Chloroquine,Artemisinin,Primaquine,396,35.61,LOW
2024-09-11,1045,Price Inc Hospital,Hollowaymouth,Florida,Dengue,Rainy,79,16,73,288,28,9,19,9,ORS,Platelets,Paracetamol,158,25.35,LOW
2024-09-12,1028,Schmidt-Smith Hospital,Tiffanyville,Kentucky,Flu,Rainy,68,7,61,228,17,3,13,4,Paracetamol,Azithromycin,Vitamin C,340,26.75,LOW
2024-09-13,1025,Stanton and Sons Hospital,Hillside,Massachusetts,COVID,Rainy,266,43,218,469,56,28,45,31,Remdesivir,Paracetamol,Oxygen Support,532,46.48,LOW
2024-09-14,1018,"Hill, Proctor and Briggs Hospital",Vaughanfurt,New Jersey,Typhoid,Summer,134,16,124,248,32,14,23,5,Ciprofloxacin,Azithromycin,ORS,402,50.0,LOW
2024-09-15,1066,"Ramos, Shah and Young Hospital",East Nathanborough,Pennsylvania,Pneumonia,Winter,113,16,97,346,41,5,25,9,Amoxicillin,Azithromycin,Cough Syrup,565,28.03,LOW
2024-09-16,1096,Walker-Fleming Hospital,Gonzalezland,New Jersey,Typhoid,Summer,391,70,245,483,112,38,78,54,Ciprofloxacin,Azithromycin,ORS,1173,50.72,LOW
2024-09-17,1051,Miller and Sons Hospital,Andrewstown,Oklahoma,Pneumonia,Rainy,197,20,174,544,68,17,31,15,Amoxicillin,Azithromycin,Cough Syrup,788,31.99,LOW
