Date,Hospital_ID,Hospital_Name,City,State,Disease_Type,Season,Patient_Count,ICU_Required,Beds_Required,Available_Beds,Oxygen_Cylinders_Required,Doctors_Required,Nurses_Required,Ventilators_Required,Medicine_1,Medicine_2,Medicine_3,Medicine_Units_Required,Occupancy_Rate,Emergency_Level
2024-08-25,1003,Morrison-Simmons Hospital,East Kathy,Oregon,2,2,271,50,242,165,114,26,53,22,Paracetamol,Azithromycin,Vitamin C,1084,146.67,0
2024-08-26,1000,Boyle-Gray Hospital,West Lucasberg,Vermont,2,2,464,59,367,558,208,55,100,24,Paracetamol,Azithromycin,Vitamin C,928,65.77,2
2024-08-27,1004,Barrera-Phillips Hospital,New Nancyland,Iowa,3,1,169,19,104,396,82,18,33,7,Chloroquine,Artemisinin,Primaquine,845,26.26,1
2024-08-28,1018,Lee LLC Hospital,Wellsport,Alaska,5,0,365,56,227,131,173,35,61,39,Ciprofloxacin,Azithromycin,ORS,730,173.28,0
2024-08-29,1000,"Osborn, Pena and Jordan Hospital",West Robert,Florida,1,1,71,6,57,227,19,6,19,4,ORS,Platelets,Paracetamol,355,25.11,1
2024-08-30,1013,Parker-Bush Hospital,South Markfort,Michigan,5,1,371,61,336,172,115,39,67,47,Ciprofloxacin,Azithromycin,ORS,742,195.35,0
2024-08-31,1023,Page Group Hospital,Jamesland,South Carolina,3,0,113,11,81,373,36,11,32,7,Chloroquine,Artemisinin,Primaquine,226,21.72,1
2024-09-01,1063,Bernard Group Hospital,Lake Christinastad,Virginia,1,1,183,42,124,424,68,10,39,29,ORS,Platelets,Paracetamol,732,29.25,1
2024-09-02,1061,Adams-Cruz Hospital,Port Jasmine,Tennessee,2,0,134,33,126,545,45,14,36,26,Paracetamol,Azithromycin,Vitamin C,402,23.12,1
2024-09-03,1084,Jackson-Anderson Hospital,Stevenview,Utah,2,2,51,6,35,296,14,3,14,3,Paracetamol,Azithromycin,Vitamin C,255,11.82,1
2024-09-04,1080,"Graves, Bell and Duarte Hospital",Kimtown,Louisiana,3,1,431,88,298,307,189,29,103,46,Chloroquine,Artemisinin,Primaquine,862,97.07,0
2024-09-05,1065,"Nelson, Harris and Brown Hospital",Waltersmouth,Alabama,1,2,484,47,308,141,153,25,125,19,ORS,Platelets,Paracetamol,968,218.44,0
2024-09-06,1069,Flores-Hall Hospital,Nicoleborough,Illinois,2,0,185,19,171,248,90,13,37,8,Paracetamol,Azithromycin,Vitamin C,925,68.95,2
2024-09-07,1024,"Rodriguez, Henderson and Wade Hospital",Loweton,Maine,3,2,314,48,258,474,86,26,58,28,Chloroquine,Artemisinin,Primaquine,628,54.43,1
2024-09-08,1096,Jones Inc Hospital,Lake Christopherbury,Connecticut,4,1,234,22,150,198,46,15,59,16,Amoxicillin,Azithromycin,Cough Syrup,468,75.76,2
2024-09-09,1100,Zhang PLC Hospital,Gonzalezburgh,Vermont,5,2,473,40,430,294,192,37,89,24,Ciprofloxacin,Azithromycin,ORS,1892,146.26,0
2024-09-10,1057,Esparza Group Hospital,New Jamestown,Idaho,3,2,409,46,253,582,168,26,63,27,Chloroquine,Artemisinin,Primaquine,1636,43.47,1
2024-09-11,1026,Mora-Gross Hospital,Batesberg,Nevada,1,1,163,34,98,180,61,16,40,12,ORS,Platelets,Paracetamol,489,54.44,1
2024-09-12,1096,Scott LLC Hospital,Contreraschester,Kansas,5,0,414,35,365,487,108,28,72,18,Ciprofloxacin,Azithromycin,ORS,2070,74.95,2
2024-09-13,1026,"Alexander, Chaney and Herrera Hospital",Markland,Massachusetts,5,2,77,6,64,301,20,4,21,3,Ciprofloxacin,Azithromycin,ORS,385,21.26,1
2024-09-14,1032,"Diaz, Valdez and Morris Hospital",Davidsonborough,Florida,4,0,197,22,141,473,65,17,41,15,Amoxicillin,Azithromycin,Cough Syrup,985,29.81,1
2024-09-15,1009,Smith-Herrera Hospital,East Clarence,Missouri,1,0,166,16,133,358,50,11,47,10,ORS,Platelets,Paracetamol,664,37.15,1
2024-09-16,1062,"Gay, Cooper and Johnson Hospital",East Wendy,Massachusetts,3,2,185,35,144,554,72,20,44,23,Chloroquine,Artemisinin,Primaquine,740,25.99,1
2024-09-17,1046,Stewart-Scott Hospital,Wrightbury,Georgia,0,0,95,18,74,525,19,5,19,5,Remdesivir,Paracetamol,Oxygen Support,285,14.1,1
2024-09-18,1040,Gonzalez Ltd Hospital,Port Melissatown,Mississippi,3,0,120,13,102,469,45,10,31,10,Chloroquine,Artemisinin,Primaquine,600,21.75,1
2024-09-19,1070,"Paul, Matthews and Lopez Hospital",Jasonbury,Washington,1,0,330,46,263,122,89,32,96,35,ORS,Platelets,Paracetamol,990,215.57,0
2024-09-20,1021,Boyd-Lamb Hospital,Sanchezside,Missouri,0,1,362,35,250,418,79,20,98,24,Remdesivir,Paracetamol,Oxygen Support,1086,59.81,1
2024-09-21,1081,"Vaughan, Sanchez and Hall Hospital",Mezaborough,Wyoming,4,0,173,39,140,147,65,16,41,25,Amoxicillin,Azithromycin,Cough Syrup,519,95.24,0
2024-09-22,1019,Wright and Sons Hospital,West Mario,Mississippi,3,1,493,99,326,407,201,50,143,74,Chloroquine,Artemisinin,Primaquine,2465,80.1,2
2024-09-23,1099,Cochran and Sons Hospital,Stephaniemouth,Texas,0,0,218,36,169,286,63,22,55,25,Remdesivir,Paracetamol,Oxygen Support,654,59.09,1
2024-09-24,1005,"Hernandez, King and Jefferson Hospital",Smithberg,Missouri,0,1,169,29,103,249,79,13,50,17,Remdesivir,Paracetamol,Oxygen Support,507,41.37,1
2024-09-25,1012,"Walls, Ward and Sanders Hospital",Nathanchester,Michigan,3,0,60,13,37,552,17,4,13,9,Chloroquine,Artemisinin,Primaquine,120,6.7,1
2024-09-26,1046,Young-Nelson Hospital,New Ronaldchester,Alabama,2,1,410,82,368,482,147,36,104,27,Paracetamol,Azithromycin,Vitamin C,1230,76.35,2
2024-09-27,1007,"Rodriguez, Morrison and Baker Hospital",Mitchellbury,Arkansas,2,1,100,13,80,542,39,7,23,9,Paracetamol,Azithromycin,Vitamin C,500,14.76,1
2024-09-28,1093,King-Rush Hospital,Shawntown,Texas,0,2,185,43,144,599,50,12,42,24,Remdesivir,Paracetamol,Oxygen Support,555,24.04,1
2024-09-29,1047,"Richardson, Miller and Taylor Hospital",New Emily,Georgia,2,1,105,10,90,230,46,12,29,7,Paracetamol,Azithromycin,Vitamin C,210,39.13,1
2024-09-30,1052,"Roberts, Carr and Howell Hospital",Whiteport,New Mexico,1,1,220,54,140,542,68,22,45,21,ORS,Platelets,Paracetamol,880,25.83,1
2024-10-01,1100,Wilkins-Pearson Hospital,Port Brittany,Ohio,3,0,339,59,295,293,81,33,95,20,Chloroquine,Artemisinin,Primaquine,1695,100.68,0
2024-10-02,1034,Martin PLC Hospital,Riveraview,Kentucky,4,1,272,64,241,189,132,20,80,45,Amoxicillin,Azithromycin,Cough Syrup,1360,127.51,0
2024-10-03,1075,"Parrish, Frank and Cross Hospital",Nashfurt,New Hampshire,5,1,445,77,337,286,105,41,117,56,Ciprofloxacin,Azithromycin,ORS,2225,117.83,0
2024-10-04,1046,Garner-Schultz Hospital,Calvinland,Pennsylvania,2,1,490,78,375,313,213,27,140,62,Paracetamol,Azithromycin,Vitamin C,980,119.81,0
2024-10-05,1060,Dominguez-Williams Hospital,Lake Ricardo,North Carolina,1,1,82,11,55,170,37,5,14,3,ORS,Platelets,Paracetamol,164,32.35,1
2024-10-06,1094,Willis and Sons Hospital,Lake Lindsey,Utah,2,0,427,81,267,205,212,29,98,53,Paracetamol,Azithromycin,Vitamin C,1281,130.24,0
2024-10-07,1016,Bailey Group Hospital,North Kimberlyhaven,Massachusetts,0,0,201,32,123,504,44,19,43,19,Remdesivir,Paracetamol,Oxygen Support,804,24.4,1
2024-10-08,1016,"Ellison, Curtis and Reed Hospital",Port Jonathanville,West Virginia,0,0,425,89,282,410,195,34,105,37,Remdesivir,Paracetamol,Oxygen Support,1275,68.78,2
2024-10-09,1090,Collier-Barrett Hospital,West Jennifermouth,Wyoming,1,2,55,9,45,394,11,4,14,4,ORS,Platelets,Paracetamol,110,11.42,1
2024-10-10,1090,Oliver Ltd Hospital,West Jakeburgh,Minnesota,5,2,233,48,142,122,110,14,69,23,Ciprofloxacin,Azithromycin,ORS,932,116.39,0
2024-10-11,1007,"Griffith, Horne and Ramirez Hospital",New Andrew,Oregon,4,0,328,70,266,568,141,18,87,34,Amoxicillin,Azithromycin,Cough Syrup,984,46.83,1
2024-10-12,1024,"Thompson, Lee and Huang Hospital",Danielville,Illinois,2,0,335,42,229,259,138,17,73,28,Paracetamol,Azithromycin,Vitamin C,1005,88.42,0
2024-10-13,1056,Kennedy Group Hospital,Melaniestad,Michigan,0,1,380,58,231,205,99,34,96,39,Remdesivir,Paracetamol,Oxygen Support,1140,112.68,0
2024-10-14,1064,Stevenson-Snow Hospital,Martinland,Oklahoma,4,2,272,63,188,311,65,30,46,42,Amoxicillin,Azithromycin,Cough Syrup,816,60.45,1
2024-10-15,1069,Dillon-Nicholson Hospital,West Hectorside,Montana,0,0,75,7,70,124,24,5,18,4,Remdesivir,Paracetamol,Oxygen Support,225,56.45,1
2024-10-16,1069,Cardenas Ltd Hospital,Port Erikbury,Colorado,1,2,330,54,214,223,119,16,75,33,ORS,Platelets,Paracetamol,990,95.96,0
2024-10-17,1076,Jennings-Dalton Hospital,East Reginald,Ohio,3,0,361,69,253,450,166,38,101,21,Chloroquine,Artemisinin,Primaquine,1083,56.22,1
2024-10-18,1033,"Franco, Contreras and Brady Hospital",Lake Jonstad,Delaware,3,0,481,105,290,517,188,54,99,67,Chloroquine,Artemisinin,Primaquine,962,56.09,1
2024-10-19,1095,Black-Stanley Hospital,South Catherineton,North Carolina,1,0,440,67,350,152,164,45,110,40,ORS,Platelets,Paracetamol,2200,230.26,0
2024-10-20,1027,Kelly-White Hospital,Vanessabury,Wyoming,1,2,347,54,241,596,168,20,65,17,ORS,Platelets,Paracetamol,1041,40.44,1
2024-10-21,1092,Frazier-Carter Hospital,West Kristaview,Oklahoma,1,1,376,31,350,225,111,29,102,10,ORS,Platelets,Paracetamol,1128,155.56,0
2024-10-22,1091,"Hart, Cochran and Black Hospital",Bestberg,Indiana,5,0,62,11,56,133,20,4,11,5,Ciprofloxacin,Azithromycin,ORS,310,42.11,1
2024-10-23,1044,"Olson, Hill and Smith Hospital",Stephenmouth,Maryland,3,2,278,38,263,445,100,25,72,11,Chloroquine,Artemisinin,Primaquine,834,59.1,1
2024-10-24,1090,"Wilson, Briggs and Trevino Hospital",North Charles,Arkansas,3,0,163,34,131,368,33,9,29,22,Chloroquine,Artemisinin,Primaquine,326,35.6,1
2024-10-25,1099,Mckinney Group Hospital,Port Amber,Alabama,3,1,199,31,172,471,72,23,29,18,Chloroquine,Artemisinin,Primaquine,597,36.52,1
2024-10-26,1028,Williamson-Ryan Hospital,Englishview,Alaska,1,1,389,59,252,430,188,21,67,28,ORS,Platelets,Paracetamol,1167,58.6,1
2024-10-27,1057,"Perry, Barry and Rice Hospital",New Gregoryton,Ohio,2,1,378,43,334,510,164,28,87,25,Paracetamol,Azithromycin,Vitamin C,1890,65.49,2
2024-10-28,1090,Combs PLC Hospital,Frankland,Rhode Island,0,2,419,55,371,356,179,32,89,38,Remdesivir,Paracetamol,Oxygen Support,1257,104.21,0
2024-10-29,1093,"Graham, Smith and Case Hospital",Codyville,Missouri,1,2,140,32,92,184,39,14,41,13,ORS,Platelets,Paracetamol,420,50.0,1
2024-10-30,1075,"Cooper, Wolf and Perez Hospital",Terryborough,Nebraska,2,1,228,21,153,200,103,17,47,12,Paracetamol,Azithromycin,Vitamin C,456,76.5,2
2024-10-31,1084,"Hernandez, Campbell and Jackson Hospital",Kimberlytown,Alaska,1,2,236,28,173,477,78,12,57,14,ORS,Platelets,Paracetamol,944,36.27,1
2024-11-01,1067,Mccall Ltd Hospital,North Michelle,Mississippi,3,2,133,32,81,172,32,9,27,15,Chloroquine,Artemisinin,Primaquine,266,47.09,1
2024-11-02,1012,"Boyer, Beasley and Eaton Hospital",West Erinmouth,Maine,4,2,156,23,130,155,57,11,40,8,Amoxicillin,Azithromycin,Cough Syrup,780,83.87,2
2024-11-03,1099,Mcneil-Wells Hospital,North Peterville,Indiana,1,0,236,46,214,331,74,26,69,27,ORS,Platelets,Paracetamol,1180,64.65,1
2024-11-04,1064,Garcia LLC Hospital,Kellybury,Maryland,2,2,259,55,201,484,87,26,39,21,Paracetamol,Azithromycin,Vitamin C,777,41.53,1
2024-11-05,1076,Obrien-Carter Hospital,Steveshire,Louisiana,1,0,400,47,307,589,159,29,83,19,ORS,Platelets,Paracetamol,1200,52.12,1
2024-11-06,1015,"Gonzalez, Smith and Hall Hospital",Port Charlene,Florida,2,2,381,34,257,500,131,40,90,11,Paracetamol,Azithromycin,Vitamin C,1143,51.4,1
2024-11-07,1080,Thomas-Castro Hospital,Khanton,Florida,3,2,363,66,343,286,137,31,57,45,Chloroquine,Artemisinin,Primaquine,1452,119.93,0
2024-11-08,1023,Williams-Henry Hospital,New Cameron,Iowa,4,2,223,20,186,587,46,11,55,15,Amoxicillin,Azithromycin,Cough Syrup,446,31.69,1
2024-11-09,1040,"Mccoy, Russell and Nelson Hospital",Vanessaview,Alaska,5,2,346,29,235,164,167,17,69,8,Ciprofloxacin,Azithromycin,ORS,1384,143.29,0
2024-11-10,1015,Ewing Ltd Hospital,Michaeltown,Nebraska,4,1,434,53,397,196,183,46,65,40,Amoxicillin,Azithromycin,Cough Syrup,1302,202.55,0
2024-11-11,1057,Barker PLC Hospital,Humphreyport,Oregon,5,1,411,98,312,323,124,38,68,75,Ciprofloxacin,Azithromycin,ORS,822,96.59,0
2024-11-12,1030,Mcguire-Hull Hospital,Lake Danielleberg,South Carolina,2,1,311,75,260,531,85,32,55,38,Paracetamol,Azithromycin,Vitamin C,933,48.96,1
2024-11-13,1048,Brown-Kelley Hospital,East Rachelport,Minnesota,0,0,494,62,388,568,226,58,120,37,Remdesivir,Paracetamol,Oxygen Support,2470,68.31,2
2024-11-14,1027,Thompson-Williams Hospital,West Jennifermouth,North Dakota,5,1,137,23,95,558,46,15,36,16,Ciprofloxacin,Azithromycin,ORS,274,17.03,1
2024-11-15,1034,Beasley Group Hospital,Morrowview,Indiana,5,0,136,15,121,589,61,12,22,10,Ciprofloxacin,Azithromycin,ORS,272,20.54,1
2024-11-16,1012,Rogers-Woodward Hospital,South Wesleyfurt,Illinois,2,1,181,29,135,373,82,9,52,18,Paracetamol,Azithromycin,Vitamin C,724,36.19,1
2024-11-17,1046,"Brown, Howard and Carroll Hospital",Port Michelle,South Carolina,1,0,274,43,243,590,113,27,79,26,ORS,Platelets,Paracetamol,548,41.19,1
2024-11-18,1019,"Cole, Chavez and Welch Hospital",New Jeffrey,California,2,0,62,13,44,270,20,4,14,5,Paracetamol,Azithromycin,Vitamin C,310,16.3,1
2024-11-19,1024,"Johnson, Bailey and Anderson Hospital",South Jamestown,New York,3,2,465,63,333,510,213,47,72,32,Chloroquine,Artemisinin,Primaquine,930,65.29,2
2024-11-20,1077,Mckenzie PLC Hospital,Susanton,North Carolina,5,1,277,62,184,213,109,23,57,39,Ciprofloxacin,Azithromycin,ORS,1385,86.38,0
2024-11-21,1032,"Kelly, Davis and Davis Hospital",North Chelseachester,Colorado,4,0,188,18,152,219,70,13,31,9,Amoxicillin,Azithromycin,Cough Syrup,564,69.41,2
2024-11-22,1019,"Klein, Daugherty and Hoover Hospital",Lake Thomas,Oregon,5,1,171,37,112,255,57,18,43,25,Ciprofloxacin,Azithromycin,ORS,513,43.92,1
2024-11-23,1025,"Morrison, Francis and Alexander Hospital",Danielchester,Oregon,5,2,99,22,93,205,31,10,16,12,Ciprofloxacin,Azithromycin,ORS,396,45.37,1
2024-11-24,1072,Sutton-Vargas Hospital,West Bradley,North Carolina,4,1,376,69,292,322,76,22,109,46,Amoxicillin,Azithromycin,Cough Syrup,1504,90.68,0
2024-11-25,1055,"Anderson, Baker and Dalton Hospital",Seanmouth,Nebraska,2,0,392,56,253,485,185,38,68,25,Paracetamol,Azithromycin,Vitamin C,1568,52.16,1
2024-11-26,1028,"Stafford, Salinas and Bright Hospital",East Paul,Oregon,4,0,84,13,51,118,29,7,16,9,Amoxicillin,Azithromycin,Cough Syrup,168,43.22,1
2024-11-27,1071,Sawyer Group Hospital,Brettville,California,2,2,226,22,213,467,71,27,65,8,Paracetamol,Azithromycin,Vitamin C,452,45.61,1
2024-11-28,1046,Gonzalez-Dennis Hospital,East Bill,South Dakota,1,0,234,23,165,398,110,20,35,17,ORS,Platelets,Paracetamol,936,41.46,1
2024-11-29,1015,"Ewing, Mcfarland and Herrera Hospital",West Meaganton,Alabama,2,0,360,42,276,524,118,28,72,16,Paracetamol,Azithromycin,Vitamin C,1800,52.67,1
2024-11-30,1096,Frank-Daniel Hospital,Port Roy,Montana,3,0,471,53,292,217,219,26,73,18,Chloroquine,Artemisinin,Primaquine,942,134.56,0
2024-12-01,1049,"Hooper, Knight and Walker Hospital",Schneidermouth,North Carolina,0,1,429,74,270,593,212,51,78,33,Remdesivir,Paracetamol,Oxygen Support,2145,45.53,1
2024-12-02,1013,"Simpson, Hawkins and Rivas Hospital",Schwartzchester,North Dakota,1,1,74,17,48,448,21,4,11,13,ORS,Platelets,Paracetamol,222,10.71,1
2024-12-03,1002,Hooper and Sons Hospital,New Jeffreyborough,Rhode Island,4,1,373,84,313,549,128,34,75,33,Amoxicillin,Azithromycin,Cough Syrup,1865,57.01,1
2024-12-04,1019,"Espinoza, Robertson and Campbell Hospital",Michaelchester,Arkansas,3,2,68,6,44,512,22,6,16,4,Chloroquine,Artemisinin,Primaquine,272,8.59,1
2024-12-05,1027,"Davis, Mendoza and Long Hospital",East Sheila,Arkansas,2,1,83,9,55,189,25,5,14,5,Paracetamol,Azithromycin,Vitamin C,166,29.1,1
2024-12-06,1075,"Ramirez, Ortiz and Morgan Hospital",Shermanburgh,Louisiana,0,0,148,12,91,214,42,9,41,7,Remdesivir,Paracetamol,Oxygen Support,592,42.52,1
2024-12-07,1067,Brown Group Hospital,Taraborough,Alaska,2,0,366,72,231,502,134,25,57,55,Paracetamol,Azithromycin,Vitamin C,1830,46.02,1
2024-12-08,1036,"Mckenzie, Collins and Roberts Hospital",Tuckerport,Washington,4,2,55,8,47,306,15,5,8,5,Amoxicillin,Azithromycin,Cough Syrup,165,15.36,1
2024-12-09,1004,Kim-Carter Hospital,Kaylafort,Georgia,3,0,139,16,89,588,61,9,23,6,Chloroquine,Artemisinin,Primaquine,695,15.14,1
2024-12-10,1062,Dixon-Castillo Hospital,North Karen,Hawaii,3,2,500,81,443,565,199,37,85,60,Chloroquine,Artemisinin,Primaquine,1000,78.41,2
2024-12-11,1005,"Pacheco, Smith and Osborne Hospital",Millerview,Delaware,3,0,144,25,95,552,57,9,32,12,Chloroquine,Artemisinin,Primaquine,576,17.21,1
2024-12-12,1019,"Arnold, Gibbs and Bruce Hospital",Nicoleside,Oregon,0,2,172,15,123,406,41,19,48,5,Remdesivir,Paracetamol,Oxygen Support,860,30.3,1
2024-12-13,1100,Duran LLC Hospital,Heatherville,Wisconsin,0,2,96,18,79,471,36,6,19,8,Remdesivir,Paracetamol,Oxygen Support,288,16.77,1
2024-12-14,1097,"Baker, Martin and Moore Hospital",South Monicaport,Florida,2,1,205,41,157,517,47,17,50,15,Paracetamol,Azithromycin,Vitamin C,820,30.37,1
2024-12-15,1032,Fox-Aguirre Hospital,West Martin,Vermont,5,1,226,50,156,151,51,21,48,34,Ciprofloxacin,Azithromycin,ORS,1130,103.31,0
2024-12-16,1012,Simpson-Ward Hospital,North Jeffreyfort,Wisconsin,3,1,301,35,255,212,147,15,56,21,Chloroquine,Artemisinin,Primaquine,1204,120.28,0
2024-12-17,1061,Coleman-Young Hospital,Scottville,Maine,1,0,230,40,145,204,83,14,40,30,ORS,Platelets,Paracetamol,1150,71.08,2
2024-12-18,1080,Jones-Scott Hospital,Kellyhaven,Colorado,1,2,318,59,253,222,118,26,55,43,ORS,Platelets,Paracetamol,1272,113.96,0
2024-12-19,1047,Craig-Mendoza Hospital,Robertsonport,North Carolina,5,2,431,97,347,368,196,24,103,66,Ciprofloxacin,Azithromycin,ORS,1293,94.29,0
2024-12-20,1029,Johnson-Wright Hospital,Johnsonhaven,Montana,5,1,354,52,324,586,73,37,54,40,Ciprofloxacin,Azithromycin,ORS,1062,55.29,1
2024-12-21,1027,"Taylor, Haynes and Erickson Hospital",Lake David,Rhode Island,2,2,96,18,72,439,36,8,26,10,Paracetamol,Azithromycin,Vitamin C,192,16.4,1
2024-12-22,1057,"Collins, Fox and Diaz Hospital",West Elizabethhaven,Utah,1,2,208,22,153,177,47,17,48,13,ORS,Platelets,Paracetamol,624,86.44,0
2024-12-23,1046,Smith-Martin Hospital,Jacquelineton,Missouri,3,1,53,10,36,515,23,4,10,6,Chloroquine,Artemisinin,Primaquine,212,6.99,1
2024-12-24,1056,Delacruz-Haynes Hospital,East Jennifer,California,4,0,318,77,232,460,67,21,50,36,Amoxicillin,Azithromycin,Cough Syrup,636,50.43,1
2024-12-25,1039,Bryant-Edwards Hospital,South Adamchester,Oregon,1,1,403,34,276,120,171,36,111,22,ORS,Platelets,Paracetamol,1612,230.0,0
2024-12-26,1080,"Clark, Clark and Robles Hospital",Garytown,Wyoming,0,0,401,61,259,430,157,30,84,31,Remdesivir,Paracetamol,Oxygen Support,1604,60.23,1
2024-12-27,1066,Decker-Cooke Hospital,Lake Brittney,Massachusetts,0,2,227,19,159,211,71,16,67,8,Remdesivir,Paracetamol,Oxygen Support,681,75.36,2
2024-12-28,1072,Richards Group Hospital,North Jesseville,Utah,4,1,95,13,81,103,27,5,14,5,Amoxicillin,Azithromycin,Cough Syrup,285,78.64,2
2024-12-29,1015,Bailey and Sons Hospital,Herreraburgh,Texas,3,0,244,50,183,224,54,15,54,27,Chloroquine,Artemisinin,Primaquine,488,81.7,2
2024-12-30,1045,Lee and Sons Hospital,Lake Emily,Missouri,5,2,426,105,310,501,137,36,90,51,Ciprofloxacin,Azithromycin,ORS,852,61.88,1
2024-01-01,1000,"Bowman, Klein and Castro Hospital",Bonniefort,South Carolina,3,2,208,34,157,530,44,19,60,23,Chloroquine,Artemisinin,Primaquine,624,29.62,1
2024-01-02,1021,Hobbs PLC Hospital,North Kimberlybury,Michigan,4,1,220,18,177,324,87,25,45,10,Amoxicillin,Azithromycin,Cough Syrup,660,54.63,1
2024-01-03,1040,"Calderon, Nixon and Ellison Hospital",New Kyleburgh,Hawaii,0,1,425,55,306,489,89,38,114,20,Remdesivir,Paracetamol,Oxygen Support,1275,62.58,1
2024-01-04,1004,"Atkinson, Marsh and Owens Hospital",West Franklinburgh,Pennsylvania,3,0,194,15,155,461,57,11,37,7,Chloroquine,Artemisinin,Primaquine,776,33.62,1
2024-01-05,1076,Boyd-Blankenship Hospital,Jasonchester,South Carolina,0,2,474,105,288,183,159,51,99,42,Remdesivir,Paracetamol,Oxygen Support,948,157.38,0
2024-01-06,1047,Cook-Ayala Hospital,West Patricia,Georgia,3,1,51,4,46,428,14,2,8,2,Chloroquine,Artemisinin,Primaquine,153,10.75,1
2024-01-07,1060,"Nunez, Morales and Fowler Hospital",Walkermouth,Iowa,5,2,415,82,278,298,148,28,124,26,Ciprofloxacin,Azithromycin,ORS,830,93.29,0
2024-01-08,1005,"King, Green and Mcgee Hospital",Perezside,Massachusetts,2,1,411,61,256,472,89,30,65,47,Paracetamol,Azithromycin,Vitamin C,1233,54.24,1
2024-01-09,1062,"Sanchez, Flores and Hall Hospital",West Christopher,Washington,4,1,315,44,229,367,151,27,57,26,Amoxicillin,Azithromycin,Cough Syrup,1575,62.4,1
2024-01-10,1003,"Meyers, Carter and Smith Hospital",Lake Ellenmouth,Indiana,5,2,291,65,258,469,63,31,62,28,Ciprofloxacin,Azithromycin,ORS,873,55.01,1
2024-01-11,1087,Cruz-Sutton Hospital,Caitlinview,Virginia,2,2,174,26,136,148,48,10,36,14,Paracetamol,Azithromycin,Vitamin C,696,91.89,0
2024-01-12,1039,"Buck, Powell and Wallace Hospital",Michaelberg,Georgia,0,1,75,14,60,566,25,6,17,9,Remdesivir,Paracetamol,Oxygen Support,375,10.6,1
2024-01-13,1026,"Marsh, Walter and Robbins Hospital",Torresview,Oregon,0,2,66,7,61,577,23,5,15,4,Remdesivir,Paracetamol,Oxygen Support,330,10.57,1
2024-01-14,1036,Murphy and Sons Hospital,Hallside,Tennessee,0,2,50,5,44,259,11,3,11,2,Remdesivir,Paracetamol,Oxygen Support,150,16.99,1
2024-01-15,1004,Powell Inc Hospital,Reillyshire,New York,3,1,247,49,234,600,105,27,46,34,Chloroquine,Artemisinin,Primaquine,494,39.0,1
2024-01-16,1075,Osborne Inc Hospital,Lake Joseph,North Carolina,1,0,122,18,98,483,51,9,20,6,ORS,Platelets,Paracetamol,244,20.29,1
2024-01-17,1040,Stevens-Herrera Hospital,New Alexander,Wyoming,4,2,172,34,144,230,72,20,27,16,Amoxicillin,Azithromycin,Cough Syrup,516,62.61,1
2024-01-18,1025,Chavez-Blevins Hospital,Melindashire,Alabama,5,2,151,33,132,211,40,17,38,10,Ciprofloxacin,Azithromycin,ORS,604,62.56,1
2024-01-19,1004,"Aguirre, Meyer and Pope Hospital",Port Beverlyside,Missouri,4,1,313,73,192,254,96,25,86,56,Amoxicillin,Azithromycin,Cough Syrup,1252,75.59,2
2024-01-20,1017,Nguyen Inc Hospital,Ericaview,Nebraska,3,2,396,93,241,308,124,47,80,34,Chloroquine,Artemisinin,Primaquine,1188,78.25,2
2024-01-21,1014,Jennings-Mccall Hospital,Michelleland,Vermont,4,0,498,52,304,233,153,37,105,29,Amoxicillin,Azithromycin,Cough Syrup,1494,130.47,0
2024-01-22,1021,Parker and Sons Hospital,Ellisport,New Hampshire,4,2,404,75,352,278,156,42,71,53,Amoxicillin,Azithromycin,Cough Syrup,808,126.62,0
2024-01-23,1076,Duffy-Bell Hospital,Johnsonbury,Alabama,4,0,194,24,148,489,82,22,29,15,Amoxicillin,Azithromycin,Cough Syrup,388,30.27,1
2024-01-24,1094,Ibarra-Ellis Hospital,West Autumn,Oklahoma,1,0,380,92,360,173,136,44,86,63,ORS,Platelets,Paracetamol,1140,208.09,0
2024-01-25,1040,Martin-Johnson Hospital,Port Teresafort,California,0,0,93,12,74,566,21,10,23,7,Remdesivir,Paracetamol,Oxygen Support,372,13.07,1
2024-01-26,1100,"Collins, Garza and Jackson Hospital",Anthonyborough,Idaho,5,1,261,24,195,123,104,29,62,7,Ciprofloxacin,Azithromycin,ORS,1305,158.54,0
2024-01-27,1029,Adams-Pope Hospital,Huertaton,New Hampshire,0,1,411,82,305,442,86,39,63,55,Remdesivir,Paracetamol,Oxygen Support,1644,69.0,2
2024-01-28,1008,Gill-Carroll Hospital,West Laura,Alaska,4,0,338,81,260,318,121,18,73,55,Amoxicillin,Azithromycin,Cough Syrup,1014,81.76,2
2024-01-29,1046,"Rose, Gross and Richardson Hospital",Port Cassiefurt,North Carolina,4,2,237,41,147,138,85,26,35,16,Amoxicillin,Azithromycin,Cough Syrup,474,106.52,0
2024-01-30,1096,Carpenter-Haas Hospital,Port John,Wisconsin,5,0,108,10,98,316,27,7,16,5,Ciprofloxacin,Azithromycin,ORS,540,31.01,1
2024-01-31,1090,Sims PLC Hospital,South William,Kentucky,4,1,392,42,293,398,126,41,101,17,Amoxicillin,Azithromycin,Cough Syrup,1960,73.62,2
2024-02-01,1000,"Woods, Hall and Taylor Hospital",Schroederberg,Maine,4,1,88,19,81,205,38,6,14,13,Amoxicillin,Azithromycin,Cough Syrup,352,39.51,1
